"","region","year","total_cases","value1","value2","value3","GEOID","variable","estimate","value"
"623","idaho",2012,207,32,0,0,"16","popluation",123365,0.154589371980676
"624","idaho",1984,311,10,2,0,"16","popluation",123365,0.0321543408360129
"625","idaho",1987,261,19,2,0,"16","popluation",123365,0.0727969348659004
"626","idaho",1982,203,12,3,1,"16","popluation",123365,0.0591133004926108
"627","idaho",1981,138,4,2,0,"16","popluation",123365,0.0289855072463768
"628","illinois",1986,1913,154,5,2,"17","popluation",985710,0.0805018295870361
"629","illinois",1987,2070,146,13,0,"17","popluation",985710,0.0705314009661836
"630","illinois",1985,1714,128,7,3,"17","popluation",985710,0.0746791131855309
"631","illinois",1999,1056,119,7,1,"17","popluation",985710,0.112689393939394
"632","illinois",1988,1985,146,7,1,"17","popluation",985710,0.073551637279597
"633","illinois",1989,2145,202,12,1,"17","popluation",985710,0.0941724941724942
"634","illinois",1998,1081,132,9,1,"17","popluation",985710,0.122109158186864
"635","illinois",2000,1093,163,12,3,"17","popluation",985710,0.149130832570906
"636","illinois",1996,1145,126,6,1,"17","popluation",985710,0.110043668122271
"637","illinois",1997,1060,107,10,1,"17","popluation",985710,0.100943396226415
"638","illinois",2002,1050,142,13,0,"17","popluation",985710,0.135238095238095
"639","illinois",1970,1399,52,1,0,"17","popluation",985710,0.0371694067190851
"640","illinois",1971,1794,48,1,0,"17","popluation",985710,0.0267558528428094
"641","illinois",2001,1012,120,4,0,"17","popluation",985710,0.118577075098814
"642","illinois",1993,2085,230,11,1,"17","popluation",985710,0.11031175059952
"643","illinois",1994,1696,170,12,3,"17","popluation",985710,0.100235849056604
"644","illinois",1995,1171,110,9,2,"17","popluation",985710,0.0939368061485909
"645","illinois",1967,1185,40,1,1,"17","popluation",985710,0.0337552742616034
"646","illinois",1968,1268,44,0,0,"17","popluation",985710,0.0347003154574132
"647","illinois",1969,1316,45,0,0,"17","popluation",985710,0.0341945288753799
"648","illinois",2009,873,122,14,1,"17","popluation",985710,0.139747995418099
"649","illinois",2010,835,122,13,3,"17","popluation",985710,0.146107784431138
"650","illinois",2011,316,41,6,1,"17","popluation",985710,0.129746835443038
"651","illinois",1972,2454,75,6,0,"17","popluation",985710,0.0305623471882641
"652","illinois",1990,2071,212,10,0,"17","popluation",985710,0.102366006760019
"653","illinois",1991,2250,264,11,1,"17","popluation",985710,0.117333333333333
"654","illinois",1992,2250,245,19,1,"17","popluation",985710,0.108888888888889
"655","illinois",2003,1010,128,15,2,"17","popluation",985710,0.126732673267327
"656","illinois",2004,1006,134,18,2,"17","popluation",985710,0.133200795228628
"657","illinois",2005,998,138,18,0,"17","popluation",985710,0.138276553106212
"658","illinois",2006,793,116,9,2,"17","popluation",985710,0.146279949558638
"659","illinois",2007,845,103,9,2,"17","popluation",985710,0.12189349112426
"660","illinois",2008,857,121,12,0,"17","popluation",985710,0.141190198366394
"661","illinois",1984,1668,106,12,0,"17","popluation",985710,0.0635491606714628
"662","illinois",1973,2748,66,1,1,"17","popluation",985710,0.0240174672489083
"663","illinois",1974,3152,95,5,0,"17","popluation",985710,0.0301395939086294
"664","illinois",1978,2361,116,5,1,"17","popluation",985710,0.049131723845828
"665","illinois",1979,2409,105,5,0,"17","popluation",985710,0.0435865504358655
"666","illinois",1980,2543,135,3,0,"17","popluation",985710,0.0530869052300433
"667","illinois",1981,2314,139,5,0,"17","popluation",985710,0.0600691443388073
"668","illinois",1982,1669,82,4,0,"17","popluation",985710,0.0491312162971839
"669","illinois",1983,1757,86,5,3,"17","popluation",985710,0.0489470688673876
"670","illinois",1976,2120,112,1,0,"17","popluation",985710,0.0528301886792453
"671","illinois",1977,2356,111,6,1,"17","popluation",985710,0.0471137521222411
"672","illinois",1975,3097,95,3,0,"17","popluation",985710,0.0306748466257669
"673","indiana",1982,864,66,1,0,"18","popluation",504358,0.0763888888888889
"674","indiana",1980,1149,108,0,0,"18","popluation",504358,0.0939947780678851
"675","indiana",1981,1010,58,4,0,"18","popluation",504358,0.0574257425742574
"676","indiana",1994,845,58,4,1,"18","popluation",504358,0.0686390532544379
"677","indiana",1983,836,69,1,0,"18","popluation",504358,0.0825358851674641
"678","indiana",1979,1399,82,2,0,"18","popluation",504358,0.0586132952108649
"679","indiana",1993,744,72,10,1,"18","popluation",504358,0.0967741935483871
"680","indiana",1985,806,68,4,0,"18","popluation",504358,0.0843672456575682
"681","indiana",1995,805,63,8,0,"18","popluation",504358,0.0782608695652174
"682","indiana",1996,723,63,4,0,"18","popluation",504358,0.0871369294605809
"683","indiana",1984,794,52,3,0,"18","popluation",504358,0.0654911838790932
"684","indiana",1989,843,99,12,1,"18","popluation",504358,0.117437722419929
"685","indiana",1990,805,55,7,0,"18","popluation",504358,0.0683229813664596
"686","indiana",1991,944,79,12,0,"18","popluation",504358,0.0836864406779661
"687","indiana",1992,817,57,8,0,"18","popluation",504358,0.0697674418604651
"688","indiana",1977,494,18,1,0,"18","popluation",504358,0.0364372469635627
"689","indiana",1978,653,29,1,0,"18","popluation",504358,0.0444104134762634
"690","indiana",2007,825,86,4,1,"18","popluation",504358,0.104242424242424
"691","indiana",2008,826,89,4,0,"18","popluation",504358,0.10774818401937
"692","indiana",1997,740,71,6,0,"18","popluation",504358,0.095945945945946
"693","indiana",1998,797,47,3,0,"18","popluation",504358,0.0589711417816813
"694","indiana",1986,975,76,4,0,"18","popluation",504358,0.077948717948718
"695","indiana",1987,851,66,2,1,"18","popluation",504358,0.0775558166862515
"696","indiana",1988,768,63,5,0,"18","popluation",504358,0.08203125
"697","indiana",2001,912,79,5,0,"18","popluation",504358,0.0866228070175439
"698","indiana",2002,926,95,7,1,"18","popluation",504358,0.102591792656587
"699","indiana",2003,889,79,4,0,"18","popluation",504358,0.0888638920134983
"700","indiana",2004,850,77,6,0,"18","popluation",504358,0.0905882352941176
"701","indiana",2005,896,67,3,1,"18","popluation",504358,0.0747767857142857
"702","indiana",2006,809,55,4,0,"18","popluation",504358,0.0679851668726823
"703","indiana",1968,428,19,1,1,"18","popluation",504358,0.044392523364486
"704","indiana",1999,904,80,9,1,"18","popluation",504358,0.0884955752212389
"705","indiana",2000,886,63,6,0,"18","popluation",504358,0.0711060948081264
"706","indiana",1967,301,6,0,0,"18","popluation",504358,0.0199335548172757
"707","indiana",1973,600,31,0,0,"18","popluation",504358,0.0516666666666667
"708","indiana",1974,511,19,2,1,"18","popluation",504358,0.0371819960861057
"709","indiana",1975,587,35,1,0,"18","popluation",504358,0.0596252129471891
"710","indiana",1972,549,22,2,1,"18","popluation",504358,0.0400728597449909
"711","indiana",1971,418,28,6,0,"18","popluation",504358,0.0669856459330144
"712","indiana",2013,753,81,6,0,"18","popluation",504358,0.107569721115538
"713","indiana",1969,287,5,1,1,"18","popluation",504358,0.0174216027874564
"714","indiana",1976,522,35,3,0,"18","popluation",504358,0.0670498084291188
"715","indiana",2016,574,58,3,0,"18","popluation",504358,0.101045296167247
"716","indiana",2011,775,74,6,0,"18","popluation",504358,0.0954838709677419
"717","indiana",2014,780,75,6,0,"18","popluation",504358,0.0961538461538462
"718","indiana",1970,351,22,4,1,"18","popluation",504358,0.0626780626780627
"719","indiana",2010,764,77,2,0,"18","popluation",504358,0.100785340314136
"720","indiana",2012,735,79,7,2,"18","popluation",504358,0.107482993197279
"721","indiana",2015,679,72,4,0,"18","popluation",504358,0.106038291605302
"722","indiana",2009,841,73,6,3,"18","popluation",504358,0.0868014268727705
"723","iowa",2013,70,15,3,2,"19","popluation",329347,0.214285714285714
"724","iowa",2012,97,20,2,1,"19","popluation",329347,0.206185567010309
"725","iowa",1984,105,7,1,0,"19","popluation",329347,0.0666666666666667
"726","iowa",2014,106,19,5,5,"19","popluation",329347,0.179245283018868
"727","iowa",1983,214,17,1,1,"19","popluation",329347,0.0794392523364486
"728","iowa",2016,86,20,2,0,"19","popluation",329347,0.232558139534884
"729","iowa",1985,143,11,0,0,"19","popluation",329347,0.0769230769230769
"730","iowa",1986,167,12,1,0,"19","popluation",329347,0.0718562874251497
"731","iowa",2015,89,23,3,2,"19","popluation",329347,0.258426966292135
"732","iowa",2010,86,12,0,0,"19","popluation",329347,0.13953488372093
"733","iowa",2011,111,23,0,0,"19","popluation",329347,0.207207207207207
"734","iowa",1971,239,2,0,0,"19","popluation",329347,0.00836820083682008
"735","iowa",1972,261,4,0,0,"19","popluation",329347,0.0153256704980843
"736","iowa",1987,139,18,2,1,"19","popluation",329347,0.129496402877698
"737","iowa",1988,190,16,0,0,"19","popluation",329347,0.0842105263157895
"738","iowa",1980,188,13,1,0,"19","popluation",329347,0.0691489361702128
"739","iowa",1981,153,16,1,0,"19","popluation",329347,0.104575163398693
"740","iowa",1982,169,16,1,0,"19","popluation",329347,0.0946745562130177
"741","iowa",1995,161,18,1,0,"19","popluation",329347,0.111801242236025
"742","iowa",1996,207,23,2,0,"19","popluation",329347,0.111111111111111
"743","iowa",1997,259,22,2,0,"19","popluation",329347,0.0849420849420849
"744","iowa",1998,255,20,1,0,"19","popluation",329347,0.0784313725490196
"745","iowa",1973,318,9,0,0,"19","popluation",329347,0.0283018867924528
"746","iowa",1974,359,20,1,0,"19","popluation",329347,0.0557103064066852
"747","iowa",1976,186,7,1,0,"19","popluation",329347,0.0376344086021505
"748","iowa",1977,142,7,0,1,"19","popluation",329347,0.0492957746478873
"749","iowa",1978,168,11,1,0,"19","popluation",329347,0.0654761904761905
"750","iowa",1979,174,9,0,0,"19","popluation",329347,0.0517241379310345
"751","iowa",1992,169,16,2,0,"19","popluation",329347,0.0946745562130177
"752","iowa",1993,96,11,2,0,"19","popluation",329347,0.114583333333333
"753","iowa",1994,257,38,2,1,"19","popluation",329347,0.147859922178988
"754","iowa",2009,84,16,1,0,"19","popluation",329347,0.19047619047619
"755","iowa",1969,237,6,1,0,"19","popluation",329347,0.0253164556962025
"756","iowa",1970,243,7,1,0,"19","popluation",329347,0.0288065843621399
"757","iowa",1989,181,21,1,0,"19","popluation",329347,0.116022099447514
"758","iowa",1990,312,30,2,1,"19","popluation",329347,0.0961538461538462
"759","iowa",1999,279,30,0,0,"19","popluation",329347,0.10752688172043
"760","iowa",1975,298,18,1,0,"19","popluation",329347,0.0604026845637584
"761","iowa",2006,101,15,1,0,"19","popluation",329347,0.148514851485149
"762","iowa",2007,102,12,2,0,"19","popluation",329347,0.117647058823529
"763","iowa",1991,295,20,1,0,"19","popluation",329347,0.0677966101694915
"764","iowa",2005,97,14,3,1,"19","popluation",329347,0.144329896907216
"765","iowa",1968,333,6,0,0,"19","popluation",329347,0.018018018018018
"766","iowa",2000,129,10,0,0,"19","popluation",329347,0.0775193798449612
"767","iowa",2008,126,26,2,0,"19","popluation",329347,0.206349206349206
"768","iowa",1967,234,10,0,0,"19","popluation",329347,0.0427350427350427
"769","iowa",2003,130,18,0,0,"19","popluation",329347,0.138461538461538
"770","iowa",2004,119,9,0,0,"19","popluation",329347,0.0756302521008403
"771","iowa",2001,147,23,2,0,"19","popluation",329347,0.156462585034014
"772","iowa",2002,184,21,0,0,"19","popluation",329347,0.114130434782609
"773","kansas",1976,301,17,1,0,"20","popluation",260173,0.0564784053156146
"774","kansas",1977,332,16,1,0,"20","popluation",260173,0.0481927710843374
"775","kansas",2002,347,55,2,0,"20","popluation",260173,0.15850144092219
"776","kansas",1978,338,19,1,0,"20","popluation",260173,0.0562130177514793
"777","kansas",1979,341,12,0,0,"20","popluation",260173,0.0351906158357771
"778","kansas",2001,316,40,2,0,"20","popluation",260173,0.126582278481013
"779","kansas",1972,320,10,0,0,"20","popluation",260173,0.03125
"780","kansas",1973,336,12,1,0,"20","popluation",260173,0.0357142857142857
"781","kansas",1974,301,9,0,0,"20","popluation",260173,0.0299003322259136
"782","kansas",1975,290,18,2,0,"20","popluation",260173,0.0620689655172414
"783","kansas",1987,242,20,3,0,"20","popluation",260173,0.0826446280991736
"784","kansas",1988,248,11,3,0,"20","popluation",260173,0.0443548387096774
"785","kansas",2003,310,43,2,0,"20","popluation",260173,0.138709677419355
"786","kansas",2004,272,35,2,1,"20","popluation",260173,0.128676470588235
"787","kansas",1967,254,7,0,0,"20","popluation",260173,0.0275590551181102
"788","kansas",1968,225,2,0,0,"20","popluation",260173,0.00888888888888889
"789","kansas",1969,247,4,0,0,"20","popluation",260173,0.0161943319838057
"790","kansas",1970,237,2,0,0,"20","popluation",260173,0.00843881856540084
"791","kansas",1971,241,8,0,0,"20","popluation",260173,0.033195020746888
"792","kansas",2010,272,50,3,0,"20","popluation",260173,0.183823529411765
"793","kansas",2011,281,53,6,0,"20","popluation",260173,0.188612099644128
"794","kansas",2012,231,47,3,0,"20","popluation",260173,0.203463203463203
"795","kansas",2016,1,0,0,0,"20","popluation",260173,0
"796","kansas",1999,302,33,2,0,"20","popluation",260173,0.109271523178808
"797","kansas",2000,387,49,3,0,"20","popluation",260173,0.126614987080103
"798","kansas",2007,313,36,2,0,"20","popluation",260173,0.115015974440895
"799","kansas",2008,366,49,4,0,"20","popluation",260173,0.133879781420765
"800","kansas",2005,267,39,2,0,"20","popluation",260173,0.146067415730337
"801","kansas",2006,325,35,4,0,"20","popluation",260173,0.107692307692308
"802","kansas",1984,307,15,1,1,"20","popluation",260173,0.0488599348534202
"803","kansas",1985,299,29,2,0,"20","popluation",260173,0.096989966555184
"804","kansas",2009,326,64,4,0,"20","popluation",260173,0.196319018404908
"805","kansas",1983,322,11,0,0,"20","popluation",260173,0.0341614906832298
"806","kansas",1989,245,29,0,0,"20","popluation",260173,0.118367346938776
"807","kansas",1980,363,13,1,0,"20","popluation",260173,0.0358126721763085
"808","kansas",1986,266,21,1,0,"20","popluation",260173,0.0789473684210526
"809","kansas",1998,335,42,1,0,"20","popluation",260173,0.125373134328358
"810","kansas",1994,325,35,2,0,"20","popluation",260173,0.107692307692308
"811","kansas",1995,356,42,2,0,"20","popluation",260173,0.117977528089888
"812","kansas",1981,338,16,1,0,"20","popluation",260173,0.0473372781065089
"813","kansas",1982,316,16,0,0,"20","popluation",260173,0.0506329113924051
"814","kansas",1992,320,35,1,0,"20","popluation",260173,0.109375
"815","kansas",1993,335,39,2,1,"20","popluation",260173,0.116417910447761
"816","kansas",1996,330,38,1,1,"20","popluation",260173,0.115151515151515
"817","kansas",1997,370,35,0,0,"20","popluation",260173,0.0945945945945946
"818","kansas",1990,241,27,4,0,"20","popluation",260173,0.112033195020747
"819","kansas",1991,302,28,1,0,"20","popluation",260173,0.0927152317880795
"820","kentucky",1969,489,5,0,0,"21","popluation",321549,0.0102249488752556
"821","kentucky",1970,486,11,0,0,"21","popluation",321549,0.0226337448559671
"822","kentucky",1968,497,5,0,0,"21","popluation",321549,0.0100603621730382
"823","kentucky",1995,267,19,6,1,"21","popluation",321549,0.0711610486891386
"824","kentucky",1996,217,11,2,2,"21","popluation",321549,0.0506912442396313
"825","kentucky",1971,501,7,0,0,"21","popluation",321549,0.0139720558882236
"826","kentucky",1967,502,5,0,1,"21","popluation",321549,0.0099601593625498
"827","kentucky",2007,317,27,4,0,"21","popluation",321549,0.0851735015772871
"828","kentucky",2008,320,39,2,2,"21","popluation",321549,0.121875
"829","kentucky",2009,326,36,6,1,"21","popluation",321549,0.110429447852761
"830","kentucky",1997,239,18,5,2,"21","popluation",321549,0.0753138075313808
"831","kentucky",1972,411,6,0,0,"21","popluation",321549,0.0145985401459854
"832","kentucky",2003,241,28,3,0,"21","popluation",321549,0.116182572614108
"833","kentucky",2004,287,30,6,1,"21","popluation",321549,0.104529616724739
"834","kentucky",2005,294,35,8,2,"21","popluation",321549,0.119047619047619
"835","kentucky",2006,312,36,5,2,"21","popluation",321549,0.115384615384615
"836","kentucky",1980,244,10,0,0,"21","popluation",321549,0.040983606557377
"837","kentucky",1981,213,6,0,0,"21","popluation",321549,0.028169014084507
"838","kentucky",1982,208,6,1,0,"21","popluation",321549,0.0288461538461538
"839","kentucky",2010,400,50,5,2,"21","popluation",321549,0.125
"840","kentucky",1998,246,20,1,1,"21","popluation",321549,0.0813008130081301
"841","kentucky",1999,251,22,0,1,"21","popluation",321549,0.0876494023904383
"842","kentucky",2000,252,20,2,1,"21","popluation",321549,0.0793650793650794
"843","kentucky",2001,265,29,4,2,"21","popluation",321549,0.109433962264151
"844","kentucky",2002,206,16,6,1,"21","popluation",321549,0.0776699029126214
"845","kentucky",1976,129,2,0,0,"21","popluation",321549,0.0155038759689922
"846","kentucky",1977,494,20,1,0,"21","popluation",321549,0.0404858299595142
"847","kentucky",1978,379,6,0,0,"21","popluation",321549,0.0158311345646438
"848","kentucky",1979,291,8,1,0,"21","popluation",321549,0.0274914089347079
"849","kentucky",1993,259,18,5,2,"21","popluation",321549,0.0694980694980695
"850","kentucky",1994,229,16,2,1,"21","popluation",321549,0.0698689956331878
"851","kentucky",1973,656,8,0,0,"21","popluation",321549,0.0121951219512195
"852","kentucky",1974,835,5,0,0,"21","popluation",321549,0.00598802395209581
"853","kentucky",2011,317,34,4,2,"21","popluation",321549,0.107255520504732
"854","kentucky",2012,359,43,5,0,"21","popluation",321549,0.119777158774373
"855","kentucky",2016,247,35,5,1,"21","popluation",321549,0.1417004048583
"856","kentucky",1989,213,10,1,1,"21","popluation",321549,0.0469483568075117
"857","kentucky",1975,188,2,0,0,"21","popluation",321549,0.0106382978723404
"858","kentucky",2015,240,29,3,0,"21","popluation",321549,0.120833333333333
"859","kentucky",1992,305,27,8,2,"21","popluation",321549,0.0885245901639344
"860","kentucky",1983,221,4,1,1,"21","popluation",321549,0.0180995475113122
"861","kentucky",1990,241,11,3,0,"21","popluation",321549,0.045643153526971
"862","kentucky",1991,244,12,4,1,"21","popluation",321549,0.0491803278688525
"863","kentucky",1987,237,15,3,0,"21","popluation",321549,0.0632911392405063
"864","kentucky",1988,218,9,4,1,"21","popluation",321549,0.0412844036697248
"865","kentucky",2013,308,43,4,0,"21","popluation",321549,0.13961038961039
"866","kentucky",2014,258,31,3,3,"21","popluation",321549,0.12015503875969
"867","kentucky",1985,269,12,2,2,"21","popluation",321549,0.0446096654275093
"868","kentucky",1986,307,18,1,2,"21","popluation",321549,0.0586319218241042
"869","kentucky",1984,265,11,0,0,"21","popluation",321549,0.0415094339622641
"870","louisiana",2000,5091,167,7,1,"22","popluation",314456,0.0328029856609703
"871","louisiana",1986,5312,123,5,1,"22","popluation",314456,0.0231551204819277
"872","louisiana",1987,5079,119,2,1,"22","popluation",314456,0.0234298090175231
"873","louisiana",1995,4855,131,9,1,"22","popluation",314456,0.0269824922760041
"874","louisiana",1988,5259,123,7,0,"22","popluation",314456,0.0233884768967484
"875","louisiana",1989,5105,126,3,1,"22","popluation",314456,0.0246816846229187
"876","louisiana",1999,5497,159,4,3,"22","popluation",314456,0.0289248681098781
"877","louisiana",1971,3138,15,3,2,"22","popluation",314456,0.00478011472275335
"878","louisiana",1996,5543,134,7,1,"22","popluation",314456,0.0241746346743641
"879","louisiana",1997,5558,145,7,1,"22","popluation",314456,0.0260885210507377
"880","louisiana",1998,5407,132,12,1,"22","popluation",314456,0.0244127982245238
"881","louisiana",1990,4808,121,6,0,"22","popluation",314456,0.0251663893510815
"882","louisiana",1972,3655,22,4,5,"22","popluation",314456,0.00601915184678523
"883","louisiana",2001,5429,169,4,3,"22","popluation",314456,0.0311291213851538
"884","louisiana",2002,5533,126,13,2,"22","popluation",314456,0.0227724561720586
"885","louisiana",1994,4943,139,11,3,"22","popluation",314456,0.0281205745498685
"886","louisiana",1967,2261,10,0,0,"22","popluation",314456,0.00442282176028306
"887","louisiana",1968,2267,10,0,0,"22","popluation",314456,0.00441111601235112
"888","louisiana",1969,2549,10,3,0,"22","popluation",314456,0.00392310710082385
"889","louisiana",1970,2775,10,1,2,"22","popluation",314456,0.0036036036036036
"890","louisiana",1985,5017,104,2,0,"22","popluation",314456,0.020729519633247
"891","louisiana",2011,4490,141,4,1,"22","popluation",314456,0.0314031180400891
"892","louisiana",2012,4889,113,5,0,"22","popluation",314456,0.0231131110656576
"893","louisiana",1973,2656,22,5,3,"22","popluation",314456,0.00828313253012048
"894","louisiana",2003,5261,127,6,1,"22","popluation",314456,0.0241398973579167
"895","louisiana",1991,4712,108,4,1,"22","popluation",314456,0.0229202037351443
"896","louisiana",1992,5145,102,1,0,"22","popluation",314456,0.0198250728862974
"897","louisiana",1993,5193,131,9,0,"22","popluation",314456,0.0252262661274793
"898","louisiana",2005,4388,118,7,0,"22","popluation",314456,0.0268915223336372
"899","louisiana",2006,5167,132,2,1,"22","popluation",314456,0.0255467389200697
"900","louisiana",2007,4276,110,9,1,"22","popluation",314456,0.0257249766136576
"901","louisiana",2008,4516,107,5,1,"22","popluation",314456,0.0236935341009743
"902","louisiana",2009,4475,114,4,1,"22","popluation",314456,0.0254748603351955
"903","louisiana",2010,4453,110,7,0,"22","popluation",314456,0.0247024477880081
"904","louisiana",1974,3025,33,3,2,"22","popluation",314456,0.0109090909090909
"905","louisiana",1975,3132,23,1,1,"22","popluation",314456,0.00734355044699872
"906","louisiana",2004,5374,113,8,1,"22","popluation",314456,0.0210271678451805
"907","louisiana",1979,3889,52,1,2,"22","popluation",314456,0.0133710465415274
"908","louisiana",1980,4557,47,3,1,"22","popluation",314456,0.0103138029405311
"909","louisiana",1981,4648,48,4,2,"22","popluation",314456,0.0103270223752151
"910","louisiana",1982,4885,73,6,1,"22","popluation",314456,0.0149437052200614
"911","louisiana",1983,5300,130,5,3,"22","popluation",314456,0.0245283018867925
"912","louisiana",1984,4971,128,5,2,"22","popluation",314456,0.0257493462080064
"913","louisiana",1978,3819,44,7,4,"22","popluation",314456,0.0115213406650956
"914","louisiana",2016,2864,94,5,2,"22","popluation",314456,0.0328212290502793
"915","louisiana",1976,3317,47,5,1,"22","popluation",314456,0.0141694302080193
"916","louisiana",1977,3972,44,5,1,"22","popluation",314456,0.0110775427995972
"917","louisiana",2014,4192,131,5,1,"22","popluation",314456,0.03125
"918","louisiana",2015,3785,127,8,0,"22","popluation",314456,0.033553500660502
"919","louisiana",2013,4119,119,4,0,"22","popluation",314456,0.0288905074047099
"920","maine",1977,87,3,0,0,"23","popluation",138150,0.0344827586206897
"921","maine",1975,87,2,0,0,"23","popluation",138150,0.0229885057471264
"922","maine",1976,129,6,0,0,"23","popluation",138150,0.0465116279069767
"923","maine",1989,227,31,1,0,"23","popluation",138150,0.136563876651982
"924","maine",1974,72,4,0,0,"23","popluation",138150,0.0555555555555556
"925","maine",1987,165,16,0,1,"23","popluation",138150,0.096969696969697
"926","maine",1988,268,35,2,0,"23","popluation",138150,0.130597014925373
"927","maine",1984,194,10,0,0,"23","popluation",138150,0.0515463917525773
"928","maine",1990,199,23,0,0,"23","popluation",138150,0.115577889447236
"929","maine",1978,247,12,0,0,"23","popluation",138150,0.048582995951417
"930","maine",1979,118,4,0,0,"23","popluation",138150,0.0338983050847458
"931","maine",2014,101,12,1,1,"23","popluation",138150,0.118811881188119
"932","maine",1985,225,25,1,0,"23","popluation",138150,0.111111111111111
"933","maine",1986,200,29,1,0,"23","popluation",138150,0.145
"934","maine",2013,63,6,1,0,"23","popluation",138150,0.0952380952380952
"935","maine",1992,209,20,0,0,"23","popluation",138150,0.0956937799043062
"936","maine",2015,76,9,0,1,"23","popluation",138150,0.118421052631579
"937","maine",2016,126,10,0,0,"23","popluation",138150,0.0793650793650794
"938","maine",1991,225,20,0,0,"23","popluation",138150,0.0888888888888889
"939","maine",1983,228,17,1,0,"23","popluation",138150,0.0745614035087719
"940","maine",1996,172,16,1,0,"23","popluation",138150,0.0930232558139535
"941","maine",1997,210,26,0,0,"23","popluation",138150,0.123809523809524
"942","maine",1998,180,15,0,0,"23","popluation",138150,0.0833333333333333
"943","maine",1999,115,9,0,0,"23","popluation",138150,0.0782608695652174
"944","maine",2000,133,14,2,0,"23","popluation",138150,0.105263157894737
"945","maine",2001,121,14,2,1,"23","popluation",138150,0.115702479338843
"946","maine",2002,88,9,1,0,"23","popluation",138150,0.102272727272727
"947","maine",1982,199,16,1,0,"23","popluation",138150,0.0804020100502513
"948","maine",1995,193,15,2,0,"23","popluation",138150,0.077720207253886
"949","maine",1980,120,8,0,0,"23","popluation",138150,0.0666666666666667
"950","maine",1981,257,14,1,0,"23","popluation",138150,0.0544747081712062
"951","maine",1970,48,1,0,0,"23","popluation",138150,0.0208333333333333
"952","maine",1971,31,1,0,0,"23","popluation",138150,0.032258064516129
"953","maine",1968,51,1,0,0,"23","popluation",138150,0.0196078431372549
"954","maine",1969,45,1,0,0,"23","popluation",138150,0.0222222222222222
"955","maine",2012,104,11,0,0,"23","popluation",138150,0.105769230769231
"956","maine",1994,242,24,1,0,"23","popluation",138150,0.0991735537190083
"957","maine",1972,59,3,0,0,"23","popluation",138150,0.0508474576271186
"958","maine",1973,82,4,0,0,"23","popluation",138150,0.0487804878048781
"959","maine",1993,186,10,2,0,"23","popluation",138150,0.0537634408602151
"960","maine",2008,114,8,1,0,"23","popluation",138150,0.0701754385964912
"961","maine",1967,57,1,0,0,"23","popluation",138150,0.0175438596491228
"962","maine",2006,77,9,0,0,"23","popluation",138150,0.116883116883117
"963","maine",2007,86,14,1,1,"23","popluation",138150,0.162790697674419
"964","maine",2009,57,9,2,0,"23","popluation",138150,0.157894736842105
"965","maine",2010,68,17,1,0,"23","popluation",138150,0.25
"966","maine",2011,86,11,1,0,"23","popluation",138150,0.127906976744186
"967","maine",2003,95,6,0,0,"23","popluation",138150,0.0631578947368421
"968","maine",2004,98,4,1,0,"23","popluation",138150,0.0408163265306122
"969","maine",2005,88,7,2,1,"23","popluation",138150,0.0795454545454545
"970","maryland",2010,374,51,4,0,"24","popluation",384722,0.136363636363636
"971","maryland",1980,330,26,0,0,"24","popluation",384722,0.0787878787878788
"972","maryland",1979,391,24,3,0,"24","popluation",384722,0.061381074168798
"973","maryland",1981,353,26,3,0,"24","popluation",384722,0.0736543909348442
"974","maryland",2011,405,55,4,2,"24","popluation",384722,0.135802469135802
"975","maryland",2009,338,34,4,0,"24","popluation",384722,0.100591715976331
"976","maryland",2012,370,46,8,1,"24","popluation",384722,0.124324324324324
"977","maryland",2008,337,42,5,0,"24","popluation",384722,0.124629080118694
"978","maryland",1967,503,20,2,0,"24","popluation",384722,0.0397614314115308
"979","maryland",1982,375,27,2,1,"24","popluation",384722,0.072
"980","maryland",2016,738,43,3,2,"24","popluation",384722,0.0582655826558266
"981","maryland",1975,461,19,4,1,"24","popluation",384722,0.0412147505422994
"982","maryland",1976,438,30,1,0,"24","popluation",384722,0.0684931506849315
"983","maryland",1977,440,25,0,0,"24","popluation",384722,0.0568181818181818
"984","maryland",1978,298,20,0,0,"24","popluation",384722,0.0671140939597315
"985","maryland",2007,361,54,6,1,"24","popluation",384722,0.149584487534626
"986","maryland",1992,372,47,5,1,"24","popluation",384722,0.126344086021505
"987","maryland",1993,388,39,5,3,"24","popluation",384722,0.100515463917526
"988","maryland",1968,612,27,1,0,"24","popluation",384722,0.0441176470588235
"989","maryland",1969,586,20,1,1,"24","popluation",384722,0.0341296928327645
"990","maryland",2013,401,49,4,0,"24","popluation",384722,0.122194513715711
"991","maryland",2014,359,38,2,1,"24","popluation",384722,0.105849582172702
"992","maryland",2015,332,43,5,1,"24","popluation",384722,0.129518072289157
"993","maryland",1973,404,12,0,0,"24","popluation",384722,0.0297029702970297
"994","maryland",1974,403,19,0,0,"24","popluation",384722,0.0471464019851117
"995","maryland",1988,398,44,3,0,"24","popluation",384722,0.110552763819095
"996","maryland",1989,350,34,3,0,"24","popluation",384722,0.0971428571428571
"997","maryland",1990,450,34,2,0,"24","popluation",384722,0.0755555555555556
"998","maryland",1991,432,39,2,0,"24","popluation",384722,0.0902777777777778
"999","maryland",2006,367,48,4,2,"24","popluation",384722,0.130790190735695
"1000","maryland",1971,504,18,1,0,"24","popluation",384722,0.0357142857142857
