"","region","year","total_cases","value1","value2","value3","GEOID","variable","estimate","value"
"2284","vermont",2007,140,22,1,0,"50","popluation",78121,0.157142857142857
"2285","vermont",2008,141,16,2,0,"50","popluation",78121,0.113475177304965
"2286","vermont",2009,128,21,2,0,"50","popluation",78121,0.1640625
"2287","vermont",2010,117,28,2,0,"50","popluation",78121,0.239316239316239
"2288","vermont",2011,136,21,5,2,"50","popluation",78121,0.154411764705882
"2289","vermont",2012,106,21,5,0,"50","popluation",78121,0.19811320754717
"2290","vermont",2013,119,27,0,1,"50","popluation",78121,0.226890756302521
"2291","vermont",2014,138,18,3,0,"50","popluation",78121,0.130434782608696
"2292","vermont",2015,71,9,3,0,"50","popluation",78121,0.126760563380282
"2293","vermont",2016,1,0,0,0,"50","popluation",78121,0
"2294","vermont",1977,271,3,0,0,"50","popluation",78121,0.011070110701107
"2295","vermont",1978,306,4,0,0,"50","popluation",78121,0.0130718954248366
"2296","vermont",1979,453,5,0,0,"50","popluation",78121,0.011037527593819
"2297","vermont",1980,504,1,0,0,"50","popluation",78121,0.00198412698412698
"2298","vermont",1981,214,6,0,0,"50","popluation",78121,0.0280373831775701
"2299","vermont",1982,209,10,0,0,"50","popluation",78121,0.0478468899521531
"2300","vermont",1983,182,3,0,0,"50","popluation",78121,0.0164835164835165
"2301","vermont",1984,184,6,0,0,"50","popluation",78121,0.0326086956521739
"2302","vermont",1985,155,13,0,0,"50","popluation",78121,0.0838709677419355
"2303","vermont",1986,158,8,0,0,"50","popluation",78121,0.0506329113924051
"2304","virginia",1967,138,6,0,0,"51","popluation",529079,0.0434782608695652
"2305","virginia",1968,152,6,0,0,"51","popluation",529079,0.0394736842105263
"2306","virginia",1969,164,4,0,0,"51","popluation",529079,0.024390243902439
"2307","virginia",1970,173,3,0,0,"51","popluation",529079,0.0173410404624277
"2308","virginia",1971,226,1,0,0,"51","popluation",529079,0.00442477876106195
"2309","virginia",1972,231,6,0,0,"51","popluation",529079,0.025974025974026
"2310","virginia",1973,199,5,0,0,"51","popluation",529079,0.0251256281407035
"2311","virginia",1974,198,7,0,0,"51","popluation",529079,0.0353535353535354
"2312","virginia",1975,213,9,0,0,"51","popluation",529079,0.0422535211267606
"2313","virginia",1976,204,2,0,0,"51","popluation",529079,0.00980392156862745
"2314","virginia",1977,203,4,0,0,"51","popluation",529079,0.0197044334975369
"2315","virginia",1978,191,6,0,0,"51","popluation",529079,0.031413612565445
"2316","virginia",1979,209,4,0,0,"51","popluation",529079,0.0191387559808612
"2317","virginia",1980,210,5,0,0,"51","popluation",529079,0.0238095238095238
"2318","virginia",1981,287,13,0,0,"51","popluation",529079,0.0452961672473868
"2319","virginia",1982,292,8,0,0,"51","popluation",529079,0.0273972602739726
"2320","virginia",1983,319,10,2,0,"51","popluation",529079,0.0313479623824451
"2321","virginia",1984,328,21,2,0,"51","popluation",529079,0.0640243902439024
"2322","virginia",1985,347,17,0,0,"51","popluation",529079,0.0489913544668588
"2323","virginia",1986,496,31,0,0,"51","popluation",529079,0.0625
"2324","virginia",1987,493,23,1,0,"51","popluation",529079,0.0466531440162272
"2325","virginia",1988,624,35,2,0,"51","popluation",529079,0.0560897435897436
"2326","virginia",1989,691,37,4,0,"51","popluation",529079,0.0535455861070912
"2327","virginia",1990,796,29,2,0,"51","popluation",529079,0.0364321608040201
"2328","virginia",1991,787,32,1,0,"51","popluation",529079,0.0406607369758577
"2329","virginia",1992,770,33,3,0,"51","popluation",529079,0.0428571428571429
"2330","virginia",1993,646,23,1,0,"51","popluation",529079,0.0356037151702786
"2331","virginia",1994,709,34,3,1,"51","popluation",529079,0.0479548660084626
"2332","virginia",1995,732,42,2,0,"51","popluation",529079,0.0573770491803279
"2333","virginia",1996,684,37,6,1,"51","popluation",529079,0.054093567251462
"2334","virginia",1997,763,37,5,0,"51","popluation",529079,0.0484927916120577
"2335","virginia",1998,775,59,3,0,"51","popluation",529079,0.0761290322580645
"2336","virginia",1999,688,49,5,0,"51","popluation",529079,0.0712209302325581
"2337","virginia",2000,807,59,8,0,"51","popluation",529079,0.0731102850061958
"2338","virginia",2001,663,31,2,2,"51","popluation",529079,0.0467571644042232
"2339","virginia",2002,659,37,2,0,"51","popluation",529079,0.0561456752655539
"2340","virginia",2003,575,42,4,0,"51","popluation",529079,0.0730434782608696
"2341","virginia",2004,523,36,1,0,"51","popluation",529079,0.0688336520076482
"2342","virginia",2005,409,34,5,0,"51","popluation",529079,0.0831295843520782
"2343","virginia",2006,311,22,5,0,"51","popluation",529079,0.0707395498392283
"2344","virginia",2007,318,15,1,0,"51","popluation",529079,0.0471698113207547
"2345","virginia",2008,263,14,1,0,"51","popluation",529079,0.0532319391634981
"2346","virginia",2009,331,29,1,1,"51","popluation",529079,0.0876132930513595
"2347","virginia",2010,293,20,2,1,"51","popluation",529079,0.068259385665529
"2348","virginia",2011,284,24,3,1,"51","popluation",529079,0.0845070422535211
"2349","virginia",2012,278,18,1,1,"51","popluation",529079,0.0647482014388489
"2350","virginia",2013,243,18,0,0,"51","popluation",529079,0.0740740740740741
"2351","virginia",2014,213,19,0,0,"51","popluation",529079,0.0892018779342723
"2352","virginia",2015,230,17,0,0,"51","popluation",529079,0.0739130434782609
"2353","virginia",2016,115,11,0,0,"51","popluation",529079,0.0956521739130435
"2354","washington",1967,385,9,0,0,"53","popluation",481810,0.0233766233766234
"2355","washington",1968,284,8,0,0,"53","popluation",481810,0.028169014084507
"2356","washington",1969,406,3,0,0,"53","popluation",481810,0.00738916256157635
"2357","washington",1970,542,17,2,0,"53","popluation",481810,0.0313653136531365
"2358","washington",1971,619,12,0,1,"53","popluation",481810,0.0193861066235864
"2359","washington",1972,593,6,1,0,"53","popluation",481810,0.0101180438448567
"2360","washington",1973,662,14,1,2,"53","popluation",481810,0.0211480362537764
"2361","washington",1974,681,11,0,0,"53","popluation",481810,0.0161527165932452
"2362","washington",1975,748,14,0,1,"53","popluation",481810,0.018716577540107
"2363","washington",1976,811,13,2,0,"53","popluation",481810,0.0160295930949445
"2364","washington",1977,893,13,2,1,"53","popluation",481810,0.0145576707726764
"2365","washington",1978,1131,21,3,2,"53","popluation",481810,0.0185676392572944
"2366","washington",1979,1195,30,1,2,"53","popluation",481810,0.0251046025104603
"2367","washington",1980,1175,30,2,3,"53","popluation",481810,0.025531914893617
"2368","washington",1981,1099,25,2,1,"53","popluation",481810,0.0227479526842584
"2369","washington",1982,1347,38,7,0,"53","popluation",481810,0.0282108389012621
"2370","washington",1983,1255,42,3,2,"53","popluation",481810,0.0334661354581673
"2371","washington",1984,1449,46,6,1,"53","popluation",481810,0.0317460317460317
"2372","washington",1985,1285,40,1,1,"53","popluation",481810,0.0311284046692607
"2373","washington",1986,1519,52,2,2,"53","popluation",481810,0.0342330480579328
"2374","washington",1987,1703,59,3,1,"53","popluation",481810,0.0346447445684087
"2375","washington",1988,1336,43,5,3,"53","popluation",481810,0.032185628742515
"2376","washington",1989,1377,52,6,0,"53","popluation",481810,0.037763253449528
"2377","washington",1990,1462,57,3,0,"53","popluation",481810,0.0389876880984952
"2378","washington",1991,1315,66,6,2,"53","popluation",481810,0.0501901140684411
"2379","washington",1992,1625,76,1,1,"53","popluation",481810,0.0467692307692308
"2380","washington",1993,1653,60,7,0,"53","popluation",481810,0.0362976406533575
"2381","washington",1994,1641,69,3,0,"53","popluation",481810,0.0420475319926874
"2382","washington",1995,1661,75,10,1,"53","popluation",481810,0.045153521974714
"2383","washington",1996,1760,80,8,4,"53","popluation",481810,0.0454545454545455
"2384","washington",1997,2384,79,12,2,"53","popluation",481810,0.0331375838926175
"2385","washington",1998,1551,68,5,1,"53","popluation",481810,0.0438426821405545
"2386","washington",1999,2230,94,11,3,"53","popluation",481810,0.042152466367713
"2387","washington",2000,1923,74,8,1,"53","popluation",481810,0.0384815392615705
"2388","washington",2001,2031,90,7,4,"53","popluation",481810,0.0443131462333826
"2389","washington",2002,1927,76,8,2,"53","popluation",481810,0.0394395433316035
"2390","washington",2003,2155,61,10,1,"53","popluation",481810,0.0283062645011601
"2391","washington",2004,2044,94,10,3,"53","popluation",481810,0.0459882583170254
"2392","washington",2005,1970,94,13,2,"53","popluation",481810,0.0477157360406091
"2393","washington",2006,1751,89,12,5,"53","popluation",481810,0.0508280982295831
"2394","washington",2007,1965,94,13,7,"53","popluation",481810,0.0478371501272265
"2395","washington",2008,1787,79,14,4,"53","popluation",481810,0.0442081701175154
"2396","washington",2009,1911,80,15,6,"53","popluation",481810,0.0418628990057561
"2397","washington",2010,1689,71,10,5,"53","popluation",481810,0.0420367081113085
"2398","washington",2011,1728,84,11,3,"53","popluation",481810,0.0486111111111111
"2399","washington",2012,1730,62,15,6,"53","popluation",481810,0.0358381502890173
"2400","washington",2013,1718,64,6,2,"53","popluation",481810,0.0372526193247963
"2401","washington",2014,1761,74,11,1,"53","popluation",481810,0.0420215786484952
"2402","washington",2015,1942,69,10,3,"53","popluation",481810,0.0355303810504634
"2403","washington",2016,442,10,0,0,"53","popluation",481810,0.0226244343891403
"2404","west virginia",1967,70,1,0,0,"54","popluation",140982,0.0142857142857143
"2405","west virginia",1968,151,0,1,0,"54","popluation",140982,0
"2406","west virginia",1969,117,0,0,0,"54","popluation",140982,0
"2407","west virginia",1970,149,3,0,0,"54","popluation",140982,0.0201342281879195
"2408","west virginia",1971,142,1,0,0,"54","popluation",140982,0.00704225352112676
"2409","west virginia",1972,149,1,0,0,"54","popluation",140982,0.00671140939597315
"2410","west virginia",1973,152,4,0,0,"54","popluation",140982,0.0263157894736842
"2411","west virginia",1974,142,3,0,0,"54","popluation",140982,0.0211267605633803
"2412","west virginia",1975,181,2,0,0,"54","popluation",140982,0.0110497237569061
"2413","west virginia",1976,141,2,0,0,"54","popluation",140982,0.0141843971631206
"2414","west virginia",1977,237,3,0,0,"54","popluation",140982,0.0126582278481013
"2415","west virginia",1978,251,7,1,0,"54","popluation",140982,0.0278884462151394
"2416","west virginia",1979,317,8,2,0,"54","popluation",140982,0.0252365930599369
"2417","west virginia",1980,419,12,1,1,"54","popluation",140982,0.0286396181384248
"2418","west virginia",1981,441,19,1,0,"54","popluation",140982,0.0430839002267574
"2419","west virginia",1982,510,21,0,0,"54","popluation",140982,0.0411764705882353
"2420","west virginia",1983,435,14,1,0,"54","popluation",140982,0.032183908045977
"2421","west virginia",1984,366,14,1,0,"54","popluation",140982,0.0382513661202186
"2422","west virginia",1985,363,21,1,0,"54","popluation",140982,0.0578512396694215
"2423","west virginia",1986,290,14,2,0,"54","popluation",140982,0.0482758620689655
"2424","west virginia",1987,297,22,0,0,"54","popluation",140982,0.0740740740740741
"2425","west virginia",1988,312,24,1,0,"54","popluation",140982,0.0769230769230769
"2426","west virginia",1989,328,27,0,0,"54","popluation",140982,0.0823170731707317
"2427","west virginia",1990,346,33,7,0,"54","popluation",140982,0.0953757225433526
"2428","west virginia",1991,353,28,1,0,"54","popluation",140982,0.0793201133144476
"2429","west virginia",1992,368,24,4,0,"54","popluation",140982,0.0652173913043478
"2430","west virginia",1993,300,20,3,1,"54","popluation",140982,0.0666666666666667
"2431","west virginia",1994,333,29,4,0,"54","popluation",140982,0.0870870870870871
"2432","west virginia",1995,339,43,3,0,"54","popluation",140982,0.126843657817109
"2433","west virginia",1996,351,37,2,0,"54","popluation",140982,0.105413105413105
"2434","west virginia",1997,369,46,4,1,"54","popluation",140982,0.124661246612466
"2435","west virginia",1998,353,28,3,1,"54","popluation",140982,0.0793201133144476
"2436","west virginia",1999,304,26,5,1,"54","popluation",140982,0.0855263157894737
"2437","west virginia",2000,282,23,3,1,"54","popluation",140982,0.0815602836879433
"2438","west virginia",2001,275,17,4,0,"54","popluation",140982,0.0618181818181818
"2439","west virginia",2002,373,17,5,0,"54","popluation",140982,0.0455764075067024
"2440","west virginia",2003,308,24,4,1,"54","popluation",140982,0.0779220779220779
"2441","west virginia",2004,254,21,5,2,"54","popluation",140982,0.0826771653543307
"2442","west virginia",2005,235,26,2,0,"54","popluation",140982,0.11063829787234
"2443","west virginia",2006,201,22,6,3,"54","popluation",140982,0.109452736318408
"2444","west virginia",2007,226,25,5,0,"54","popluation",140982,0.110619469026549
"2445","west virginia",2008,241,16,2,1,"54","popluation",140982,0.0663900414937759
"2446","west virginia",2009,270,24,1,0,"54","popluation",140982,0.0888888888888889
"2447","west virginia",2010,250,35,5,1,"54","popluation",140982,0.14
"2448","west virginia",2011,160,17,1,0,"54","popluation",140982,0.10625
"2449","west virginia",2012,121,16,3,1,"54","popluation",140982,0.132231404958678
"2450","west virginia",2013,160,23,6,0,"54","popluation",140982,0.14375
"2451","west virginia",2014,128,30,9,4,"54","popluation",140982,0.234375
"2452","west virginia",2015,110,24,3,2,"54","popluation",140982,0.218181818181818
"2453","west virginia",2016,73,12,2,0,"54","popluation",140982,0.164383561643836
"2454","wisconsin",1967,309,10,0,0,"55","popluation",687705,0.0323624595469256
"2455","wisconsin",1968,272,8,0,0,"55","popluation",687705,0.0294117647058824
"2456","wisconsin",1969,285,10,1,0,"55","popluation",687705,0.0350877192982456
"2457","wisconsin",1970,287,7,0,0,"55","popluation",687705,0.024390243902439
"2458","wisconsin",1971,308,10,0,2,"55","popluation",687705,0.0324675324675325
"2459","wisconsin",1972,291,16,1,0,"55","popluation",687705,0.0549828178694158
"2460","wisconsin",1973,418,20,2,0,"55","popluation",687705,0.0478468899521531
"2461","wisconsin",1974,415,20,1,1,"55","popluation",687705,0.0481927710843374
"2462","wisconsin",1975,323,16,1,0,"55","popluation",687705,0.0495356037151703
"2463","wisconsin",1976,269,15,2,0,"55","popluation",687705,0.0557620817843866
"2464","wisconsin",1977,303,14,0,0,"55","popluation",687705,0.0462046204620462
"2465","wisconsin",1978,316,19,3,0,"55","popluation",687705,0.060126582278481
"2466","wisconsin",1979,397,35,2,0,"55","popluation",687705,0.0881612090680101
"2467","wisconsin",1980,360,28,1,0,"55","popluation",687705,0.0777777777777778
"2468","wisconsin",1981,318,20,2,1,"55","popluation",687705,0.0628930817610063
"2469","wisconsin",1982,291,15,1,0,"55","popluation",687705,0.0515463917525773
"2470","wisconsin",1983,391,39,7,2,"55","popluation",687705,0.0997442455242967
"2471","wisconsin",1984,362,24,6,3,"55","popluation",687705,0.0662983425414365
"2472","wisconsin",1985,292,31,2,0,"55","popluation",687705,0.106164383561644
"2473","wisconsin",1986,302,21,2,1,"55","popluation",687705,0.0695364238410596
"2474","wisconsin",1987,382,46,4,2,"55","popluation",687705,0.120418848167539
"2475","wisconsin",1988,386,50,4,1,"55","popluation",687705,0.129533678756477
"2476","wisconsin",1989,397,45,5,1,"55","popluation",687705,0.113350125944584
"2477","wisconsin",1990,384,45,7,2,"55","popluation",687705,0.1171875
"2478","wisconsin",1991,412,43,6,1,"55","popluation",687705,0.104368932038835
"2479","wisconsin",1992,410,45,9,3,"55","popluation",687705,0.109756097560976
"2480","wisconsin",1993,490,47,8,1,"55","popluation",687705,0.0959183673469388
"2481","wisconsin",1994,458,51,4,0,"55","popluation",687705,0.111353711790393
"2482","wisconsin",1995,462,63,15,3,"55","popluation",687705,0.136363636363636
"2483","wisconsin",1996,402,48,5,0,"55","popluation",687705,0.119402985074627
"2484","wisconsin",1997,388,68,6,2,"55","popluation",687705,0.175257731958763
"2485","wisconsin",1998,379,62,9,1,"55","popluation",687705,0.163588390501319
"2486","wisconsin",1999,429,73,6,1,"55","popluation",687705,0.17016317016317
"2487","wisconsin",2000,374,61,7,0,"55","popluation",687705,0.163101604278075
"2488","wisconsin",2001,402,67,6,1,"55","popluation",687705,0.166666666666667
"2489","wisconsin",2002,413,64,17,2,"55","popluation",687705,0.154963680387409
"2490","wisconsin",2003,388,66,6,1,"55","popluation",687705,0.170103092783505
"2491","wisconsin",2004,363,63,13,4,"55","popluation",687705,0.173553719008264
"2492","wisconsin",2005,379,60,8,3,"55","popluation",687705,0.158311345646438
